data,chuva_mm_dia,pressao_hpa,temperatura_c,temp_max_c,temp_min_c,umidade_pct,ano,evento_extremo
2018-04-06,0.0,1008.3416666666667,21.900000000000002,28.1,17.8,84.33333333333333,2018,0
2018-04-07,0.0,1008.0916666666667,23.416666666666668,29.9,17.9,79.875,2018,0
2018-04-08,0.0,1010.9499999999999,23.870833333333334,29.3,19.1,80.04166666666667,2018,0
2018-04-09,0.0,1011.3708333333334,24.458333333333332,30.9,21.2,81.41666666666667,2018,0
2018-04-10,0.0,1009.7791666666667,24.816666666666666,31.2,19.5,74.75,2018,0
2018-04-11,0.0,1008.3458333333333,26.245833333333334,32.9,20.4,71.75,2018,0
2018-04-12,0.0,1008.2208333333333,27.145833333333332,33.1,22.4,66.95833333333333,2018,0
2018-04-13,6.0,1015.2083333333334,20.920833333333334,26.9,19.3,87.83333333333333,2018,0
2018-04-14,0.0,1020.3291666666668,19.595833333333335,21.6,17.4,76.70833333333333,2018,0
2018-04-15,0.0,1021.0458333333332,21.083333333333332,24.7,18.5,77.83333333333333,2018,0
2018-04-16,0.0,1019.8708333333334,21.525000000000002,25.9,18.2,75.29166666666667,2018,0
2018-04-17,0.0,1017.5749999999999,21.6125,27.5,16.1,72.125,2018,0
2018-04-18,0.0,1015.6625,22.791666666666668,28.9,18.2,72.16666666666667,2018,0
2018-04-19,0.0,1012.9625,23.34166666666667,30.3,17.7,72.83333333333333,2018,0
2018-04-20,0.0,1010.8708333333334,24.34583333333333,31.5,19.0,71.45833333333333,2018,0
2018-04-21,27.8,1010.3958333333334,21.154166666666665,25.9,19.5,93.125,2018,0
2018-04-22,0.2,1009.0083333333333,22.40833333333333,29.5,18.1,85.20833333333333,2018,0
2018-04-23,0.2,1009.4125,24.433333333333334,30.0,19.8,78.75,2018,0
2018-04-24,0.0,1012.4666666666667,24.383333333333336,27.7,21.1,84.58333333333333,2018,0
2018-04-25,0.0,1012.8708333333334,24.3,29.5,21.1,85.83333333333333,2018,0
2018-04-26,0.0,1012.1666666666666,24.041666666666668,27.8,21.8,88.33333333333333,2018,0
2018-04-27,0.0,1010.7833333333333,23.520833333333332,28.2,19.7,82.79166666666667,2018,0
2018-04-28,0.0,1011.5541666666667,24.833333333333332,31.4,20.1,77.875,2018,0
2018-04-29,0.0,1009.8874999999999,25.34166666666667,31.3,20.5,75.66666666666667,2018,0
2018-04-30,20.400000000000002,1008.7958333333332,23.704166666666666,26.6,20.6,86.5,2018,0
2018-05-01,6.0,1013.9458333333333,20.008333333333333,22.6,18.3,93.20833333333333,2018,0
2018-05-02,0.0,1013.4250000000001,20.675,23.8,18.6,84.45833333333333,2018,0
2018-05-03,0.0,1009.0375,21.97083333333333,24.7,20.0,85.91666666666667,2018,0
2018-05-04,0.2,1010.0666666666666,21.40833333333333,26.3,17.8,87.79166666666667,2018,0
2018-05-05,0.0,1013.3833333333333,21.741666666666664,25.1,19.4,89.33333333333333,2018,0
2018-05-06,0.0,1017.0458333333332,21.724999999999998,24.5,20.2,86.75,2018,0
2018-05-07,0.0,1018.2291666666666,20.67083333333333,23.4,18.2,83.25,2018,0
2018-05-08,0.0,1015.9416666666666,21.516666666666666,26.2,18.1,79.04166666666667,2018,0
2018-05-09,0.0,1013.2291666666666,21.786956521739132,26.0,18.4,77.08333333333333,2018,0
2018-05-10,0.0,1008.8583333333332,23.183333333333334,27.8,19.5,75.58333333333333,2018,0
2018-05-11,9.8,1004.475,21.40416666666667,23.6,18.4,83.33333333333333,2018,0
2018-05-12,0.0,1009.4416666666666,18.8625,22.3,16.3,79.08333333333333,2018,0
2018-05-13,0.0,1013.2375000000001,16.641666666666666,21.4,12.7,79.91666666666667,2018,0
2018-05-14,0.0,1011.3166666666666,18.254166666666666,25.1,13.4,74.66666666666667,2018,0
2018-05-15,0.4,1007.7583333333333,18.483333333333334,20.6,16.0,86.04166666666667,2018,0
2018-05-16,0.4,1011.7958333333332,17.904166666666665,20.7,14.9,72.29166666666667,2018,0
2018-05-17,0.0,1013.15,15.166666666666666,20.5,10.0,76.70833333333333,2018,0
